index,우편번호,주소,실시간빠른길,편한길,최적경로,무료우선,second_highest
27565,50844,경상남도 김해시 인제로 113,235.88,246.9,246.9,260.98,246.9
27566,50845,경상남도 김해시 안곡로 141,233.69,249.63,233.69,252.13,249.63
27567,50846,경상남도 김해시 장방로 233,234.17,234.17,234.17,241.61,234.17
27568,50847,경상남도 김해시 장재로 117,228.69,228.69,228.69,243.65,228.69
27569,50848,경상남도 김해시 한림로252번길 27,229.28,257.77,229.28,248.58,248.58
27570,50849,경상남도 김해시 본산로269번길 41,234.51,234.51,234.51,240.99,234.51
27571,50850,경상남도 김해시 명동산단안길 18,235.0,235.0,235.0,243.35,235.0
27572,50851,경상남도 김해시 한림로120번길 3,230.92,254.59,237.05,245.4,245.4
27573,50852,경상남도 김해시 안곡로333번길 12,232.13,241.39,232.13,249.74,241.39
27574,50853,경상남도 김해시 김해대로1433번길 2,238.48,238.48,238.48,246.83,238.48
27575,50854,경상남도 김해시 본산로193번길 16,233.1,233.1,233.1,237.99,233.1
27576,50855,경상남도 김해시 본산로269번길 71,234.3,234.3,234.3,240.79,234.3
27577,50856,경상남도 김해시 본산2로110번안길 29,233.74,233.74,233.74,239.43,233.74
27578,50857,경상남도 김해시 본산1로 51,232.72,232.72,232.72,237.53,232.72
27579,50858,경상남도 김해시 본산로125번길 47,228.56,228.56,228.56,236.85,228.56
27580,50859,경상남도 김해시 진산대로 234,226.54,228.89,228.89,234.96,228.89
27581,50860,경상남도 김해시 김해대로157번길 1,225.34,225.34,225.34,237.49,225.34
27582,50861,경상남도 김해시 진산대로 65,227.24,227.24,227.24,235.49,227.24
27583,50862,경상남도 김해시 김해대로407번길 24,227.67,227.67,227.67,236.48,227.67
27584,50863,경상남도 김해시 본산로 28,228.43,228.43,228.43,236.95,228.43
27585,50864,경상남도 김해시 김해대로 464,228.98,228.98,228.98,239.06,228.98
27586,50865,경상남도 김해시 여래로20번길 12,227.83,227.83,227.83,237.91,227.83
27587,50866,경상남도 김해시 김해대로332번길 38,226.95,226.95,226.95,237.03,226.95
27588,50867,경상남도 김해시 진영로184번길 5,227.35,227.35,227.35,237.82,227.35
27589,50868,경상남도 김해시 진영산복로 190,227.98,227.98,227.98,238.68,227.98
27590,50869,경상남도 김해시 상룡3길 22,233.79,233.79,233.79,243.14,233.79
27591,50870,경상남도 김해시 서부로396번길 61,230.96,230.96,230.96,245.37,230.96
27592,50871,경상남도 김해시 하계로105번길 6,224.97,224.97,224.97,239.71,224.97
27593,50872,경상남도 김해시 진례로 307,231.86,231.86,231.86,245.28,231.86
27594,50873,경상남도 김해시 송현로47번길 7,232.69,232.69,232.69,246.12,232.69
27595,50874,경상남도 김해시 진례로223번길 77,233.58,233.58,233.58,247.0,233.58
27596,50875,경상남도 김해시 고모로526번길 51,233.62,233.62,233.62,246.39,233.62
27597,50876,경상남도 김해시 하이테크로 108,236.53,236.53,236.53,250.5,236.53
27598,50877,경상남도 김해시 서부로1541번길 93,239.66,245.91,239.66,252.97,245.91
27599,50878,경상남도 김해시 서부로1637번안길 14,239.71,239.71,239.71,248.27,239.71
27600,50879,경상남도 김해시 이노비즈로 47,240.21,240.21,240.21,248.56,240.21
27601,50880,경상남도 김해시 김해대로 1702,235.51,241.29,235.51,249.64,241.29
27602,50881,경상남도 김해시 김해대로 1788,232.22,240.6,232.22,250.4,240.6
27603,50882,경상남도 김해시 김해대로 1820,232.43,246.21,232.43,250.62,246.21
27604,50883,경상남도 김해시 김해대로 1894,233.46,245.52,233.46,251.64,245.52
27605,50884,경상남도 김해시 김해대로1902번길 25,233.52,245.12,233.52,251.7,245.12
27606,50885,경상남도 김해시 평전로 211,234.87,244.32,234.87,254.41,244.32
27607,50886,경상남도 김해시 분성로3번길 147,235.63,243.53,235.63,253.61,243.53
27608,50887,경상남도 김해시 주선로 99,237.59,244.39,237.59,250.89,244.39
27609,50888,경상남도 김해시 서부로1701번길 117,236.03,245.98,236.03,249.52,245.98
27610,50889,경상남도 김해시 분성로3번길 194,234.89,243.94,234.89,254.03,243.94
27611,50890,경상남도 김해시 금관대로1347번길 15,234.99,243.96,234.99,254.05,243.96
27612,50891,경상남도 김해시 금관대로1313번길 4,235.26,244.18,235.26,254.27,244.18
27613,50892,경상남도 김해시 평전로93번길 4,243.0,243.0,243.0,253.08,243.0
27614,50893,경상남도 김해시 금관대로1277번길 12,235.68,243.35,235.68,253.43,243.35
27615,50894,경상남도 김해시 금관대로 1239,242.8,242.8,242.8,252.89,242.8
27616,50895,경상남도 김해시 평전로57번길 7,242.66,242.66,242.66,252.75,242.66
27617,50896,경상남도 김해시 가야로30번길 19,232.23,240.61,232.23,250.46,240.61
27618,50897,경상남도 김해시 삼계로 234,232.59,248.53,232.59,251.16,248.53
27619,50898,경상남도 김해시 삼계로 253,232.76,248.7,232.76,250.99,248.7
27620,50899,경상남도 김해시 삼계로 207,232.38,248.31,232.38,251.24,248.31
27621,50900,경상남도 김해시 가야로181번길 13,233.44,253.48,233.44,252.3,252.3
27622,50901,경상남도 김해시 해반천로168번길 22,233.13,246.44,233.13,251.31,246.44
27623,50902,경상남도 김해시 삼계로55번길 26,233.55,246.36,233.55,251.73,246.36
27624,50903,경상남도 김해시 삼계중앙로6번길 22,233.17,245.99,233.17,251.35,245.99
27625,50904,경상남도 김해시 구산로5번길 55,233.91,245.22,233.91,252.09,245.22
27626,50905,경상남도 김해시 가락로 355,233.76,245.57,233.76,252.13,245.57
27627,50906,경상남도 김해시 가락로332번길 9,234.08,245.56,234.08,252.44,245.56
27628,50907,경상남도 김해시 가락로322번길 20,234.35,245.38,234.35,252.71,245.38
27629,50908,경상남도 김해시 가락로 246,235.04,245.12,235.04,255.39,245.12
27630,50909,경상남도 김해시 가락로 237,235.16,245.16,235.16,255.43,245.16
27631,50910,경상남도 김해시 구산로42번길 40,234.94,244.48,234.94,254.75,244.48
27632,50911,경상남도 김해시 가락로 173,235.65,245.19,235.65,255.47,245.19
27633,50912,경상남도 김해시 가락로190번길 1,235.5,245.05,235.5,255.32,245.05
27634,50913,경상남도 김해시 호계로549번길 42,235.92,249.03,235.92,260.58,249.03
27635,50914,경상남도 김해시 분성로 365,247.86,247.86,247.86,259.56,247.86
27636,50915,경상남도 김해시 가락로124번길 5,236.27,248.81,236.27,260.26,248.81
27637,50916,경상남도 김해시 분성로307번길 4,244.74,244.74,244.74,259.9,244.74
27638,50917,경상남도 김해시 구지로136번길 14,236.07,245.59,236.07,260.62,245.59
27639,50918,경상남도 김해시 가락로125번길 53,236.07,244.74,236.07,254.93,244.74
27640,50919,경상남도 김해시 가야의길 34,236.72,248.48,236.72,259.91,248.48
27641,50920,경상남도 김해시 분성로288번길 7,244.58,244.58,244.58,260.15,244.58
27642,50921,경상남도 김해시 가락로64번길 13,248.31,248.31,248.31,259.75,248.31
27643,50922,경상남도 김해시 분성로366번길 7,248.0,248.0,248.0,259.45,248.0
27644,50923,경상남도 김해시 분성로396번길 9,247.47,247.47,247.47,259.91,247.47
27645,50924,경상남도 김해시 김해대로2371번길 24,247.51,247.51,247.51,258.96,247.51
27646,50925,경상남도 김해시 호계로 441,247.74,247.74,247.74,259.17,247.74
27647,50926,경상남도 김해시 가락로15번길 22,247.89,247.89,247.89,259.32,247.89
27648,50927,경상남도 김해시 가락로15번길 37,247.99,247.99,247.99,259.42,247.99
27649,50928,경상남도 김해시 활천로 46,246.86,246.86,246.86,259.83,246.86
27650,50929,경상남도 김해시 인제로25번길 48,246.14,246.14,246.14,260.24,246.14
27651,50930,경상남도 김해시 분성로512번길 29,246.07,246.07,246.07,260.64,246.07
27652,50931,경상남도 김해시 김해대로2553번길 62,246.31,246.31,246.31,261.15,246.31
27653,50932,경상남도 김해시 김해대로2579번길 58,247.18,247.18,247.18,263.94,247.18
27654,50933,경상남도 김해시 김해대로2517번길 3,245.69,245.69,245.69,260.6,245.69
27655,50934,경상남도 김해시 활천로16번길 44,246.11,246.11,246.11,260.0,246.11
27656,50935,경상남도 김해시 김해대로 2408,246.85,246.85,246.85,259.03,246.85
27657,50936,경상남도 김해시 김해대로2596번길 170,246.64,247.36,247.36,261.85,247.36
27658,50937,경상남도 김해시 호계로 374,245.36,251.28,245.36,258.37,251.28
27659,50938,경상남도 김해시 분성로 230,236.25,244.0,236.25,254.27,244.0
27660,50939,경상남도 김해시 전하로222번길 4,242.91,242.91,242.91,256.55,242.91
27661,50940,경상남도 김해시 김해대로2324번길 54,243.63,243.63,243.63,259.34,243.63
27662,50941,경상남도 김해시 강동로 79,244.14,244.14,244.14,259.84,244.14
27663,50942,경상남도 김해시 연지로 32,234.67,244.84,234.67,253.04,244.84
27664,50943,경상남도 김해시 김해대로 2078,235.38,244.43,235.38,254.7,244.43
27665,50944,경상남도 김해시 우암로141번길 20,235.49,243.84,235.49,254.11,243.84
27666,50945,경상남도 김해시 내외중앙로 121,235.47,244.21,235.47,254.48,244.21
27667,50946,경상남도 김해시 김해대로 2103,235.36,244.9,235.36,255.09,244.9
27668,50947,경상남도 김해시 경원로 85,235.88,243.97,235.88,254.24,243.97
27669,50948,경상남도 김해시 내외중앙로 88,236.13,243.86,236.13,254.42,243.86
27670,50949,경상남도 김해시 우암로 100,243.36,243.36,243.36,253.45,243.36
27671,50950,경상남도 김해시 우암로 131,243.66,243.66,243.66,253.93,243.66
27672,50951,경상남도 김해시 우암로73번길 8,243.03,243.03,243.03,253.12,243.03
27673,50952,경상남도 김해시 내외로77번길 17,236.24,243.77,243.77,254.04,243.77
27674,50953,경상남도 김해시 내외로95번길 4,236.17,243.82,236.17,254.19,243.82
27675,50954,경상남도 김해시 우암로 36,243.21,243.21,243.21,253.3,243.21
27676,50955,경상남도 김해시 우암로43번길 4,243.03,243.03,243.03,253.12,243.03
27677,50956,경상남도 김해시 함박로 4,242.25,242.25,242.25,252.34,242.25
27678,50957,경상남도 김해시 우암로 18,242.96,242.96,242.96,253.15,242.96
27679,50958,경상남도 김해시 분성로 209,236.41,244.23,236.41,257.9,244.23
27680,50959,경상남도 김해시 분성로 26,242.29,242.29,242.29,252.0,242.29
27681,50960,경상남도 김해시 분성로 58,242.09,242.09,242.09,252.19,242.09
27682,50961,경상남도 김해시 분성로134번길 46,243.52,243.52,243.52,253.61,243.52
27683,50962,경상남도 김해시 전하로 269,244.05,244.05,244.05,254.15,244.05
27684,50963,경상남도 김해시 금관대로 1078,240.98,240.98,240.98,255.9,240.98
27685,50964,경상남도 김해시 흥동로 148,242.31,242.31,242.31,255.96,242.31
27686,50965,경상남도 김해시 전하로13번길 10,241.0,241.0,241.0,255.27,241.0
27687,50966,경상남도 김해시 선지로13번길 4,238.0,242.5,238.0,251.31,242.5
27688,50967,경상남도 김해시 서김해산단로 63,240.83,240.83,240.83,255.81,240.83
27689,50968,경상남도 김해시 서부로 1474,238.91,244.74,244.74,252.22,244.74
27690,50969,경상남도 김해시 골든루트로66번길 47,241.65,241.65,241.65,256.57,241.65
27691,50970,경상남도 김해시 유하로 43,240.23,240.23,240.23,255.0,240.23
27692,50971,경상남도 김해시 장유로55번길 28,240.95,240.95,240.95,255.6,240.95
27693,50972,경상남도 김해시 금관대로 721,242.19,242.19,242.19,257.17,242.19
27694,50973,경상남도 김해시 내덕로148번길 32,242.91,242.91,242.91,257.89,242.91
27695,50974,경상남도 김해시 능동로 190,239.26,239.26,239.26,257.5,239.26
27696,50975,경상남도 김해시 월산로 112,239.81,239.81,239.81,256.88,239.81
27697,50976,경상남도 김해시 장유로 186,239.84,239.84,239.84,256.91,239.84
27698,50977,경상남도 김해시 월산로 111,240.14,240.14,240.14,257.21,240.14
27699,50978,경상남도 김해시 월산로 117,240.76,240.76,240.76,257.06,240.76
27700,50979,경상남도 김해시 번화1로114번길 7,239.71,239.71,239.71,258.01,239.71
27701,50980,경상남도 김해시 월산로 77,239.7,239.7,239.7,257.35,239.7
27702,50981,경상남도 김해시 장유로222번길 7,239.17,239.17,239.17,257.11,239.17
27703,50982,경상남도 김해시 월산로 18,238.96,238.96,238.96,257.62,238.96
27704,50983,경상남도 김해시 금관대로 531,244.54,268.57,256.47,263.53,263.53
27705,50984,경상남도 김해시 능동로 108,244.74,268.77,256.66,263.73,263.73
27706,50985,경상남도 김해시 번화1로84번길 7,239.26,239.26,239.26,257.55,239.26
27707,50986,경상남도 김해시 번화1로 121,239.54,239.54,239.54,257.83,239.54
27708,50987,경상남도 김해시 대청로210번길 21,238.99,238.99,238.99,257.29,238.99
27709,50988,경상남도 김해시 대청로210번길 24,238.93,238.93,238.93,257.22,238.93
27710,50989,경상남도 김해시 번화1로 70,239.3,239.3,239.3,257.37,239.3
27711,50990,경상남도 김해시 장유로 88,240.9,240.9,240.9,255.97,240.9
27712,50991,경상남도 김해시 대청계곡길 170,243.28,243.28,243.28,254.85,243.28
27713,50992,경상남도 김해시 계동로137번길 15,240.09,240.09,240.09,256.94,240.09
27714,50993,경상남도 김해시 계동로102번길 9,240.36,240.36,240.36,257.2,240.36
27715,50994,경상남도 김해시 덕정로 125,240.74,240.74,240.74,257.58,240.74
27716,50995,경상남도 김해시 대청계곡길 27,241.05,241.05,241.05,255.4,241.05
27717,50996,경상남도 김해시 덕정로 79,241.27,241.27,241.27,255.89,241.27
27718,50997,경상남도 김해시 덕정로34번길 15,244.74,244.74,244.74,255.55,244.74
27719,50998,경상남도 김해시 계동로23번길 20,241.41,241.41,241.41,256.47,241.41
27720,50999,경상남도 김해시 대청로 45,241.24,241.24,241.24,256.3,241.24
27721,51000,경상남도 김해시 장유로324번길 44,239.13,239.13,239.13,258.74,239.13
27722,51001,경상남도 김해시 장유로334번길 90,239.98,239.98,239.98,257.48,239.98
27723,51002,경상남도 김해시 대청로104번길 9,240.31,240.31,240.31,257.15,240.31
27724,51003,경상남도 김해시 번화1로19번길 5,240.05,240.05,240.05,256.89,240.05
27725,51004,경상남도 김해시 대청로176번길 7,239.98,239.98,239.98,256.82,239.98
27726,51005,경상남도 김해시 관동로27번길 101,242.09,242.09,242.09,258.33,242.09
27727,51006,경상남도 김해시 금관대로 834,241.09,241.09,241.09,256.07,241.09
27728,51007,경상남도 김해시 금관대로722번길 45,242.7,242.7,242.7,257.68,242.7
27729,51008,경상남도 김해시 장유로373번길 73,240.22,240.22,240.22,258.72,240.22
27730,51009,경상남도 김해시 강동로 179,251.66,245.08,245.08,259.09,251.66
27731,51010,경상남도 김해시 화목로 146,243.75,247.04,247.04,265.75,247.04
27732,51011,경상남도 김해시 칠산로 128,242.87,242.87,242.87,258.25,242.87
27733,51012,경상남도 김해시 대청로26번안길 25,243.6,243.6,243.6,257.03,243.6
27734,51013,경상남도 김해시 관동로 14,243.93,243.93,243.93,257.36,243.93
27735,51014,경상남도 김해시 관동로 52,242.68,242.68,242.68,257.6,242.68
27736,51015,경상남도 김해시 관동로 140,242.09,242.09,242.09,258.51,242.09
27737,51016,경상남도 김해시 율하2로 274,241.74,241.74,241.74,258.58,241.74
27738,51017,경상남도 김해시 율하2로 128,241.91,241.91,241.91,258.14,241.91
27739,51018,경상남도 김해시 율하2로115번길 29,241.7,241.7,241.7,258.3,241.7
27740,51019,경상남도 김해시 율하2로88번길 19,242.89,242.89,242.89,257.85,242.89
27741,51020,경상남도 김해시 율하6로 56,241.04,241.04,241.04,260.9,241.04
27742,51021,경상남도 김해시 율하로 194,243.86,243.86,243.86,256.61,243.86
27743,51022,경상남도 김해시 율하로 443,241.98,241.98,241.98,259.17,241.98
27744,51023,경상남도 김해시 율하로 474,242.02,242.02,242.02,259.21,242.02
27745,51024,경상남도 김해시 율하모산길 57,241.85,241.85,241.85,259.04,241.85
27746,51025,경상남도 김해시 천곡로 17,237.95,243.61,237.95,251.25,243.61
27747,51026,경상남도 김해시 대동로 692,247.5,254.71,254.71,267.99,254.71
27748,51100,경상남도 창원시 의창구 온천로643번길 2,204.38,237.3,204.38,222.76,222.76
27749,51101,경상남도 창원시 의창구 신촌본포로63번길 214,215.52,225.06,215.52,229.86,225.06
27750,51102,경상남도 창원시 의창구 마산길42번길 136,222.58,222.58,222.58,229.42,222.58
27751,51103,경상남도 창원시 의창구 천주로972번길 132,221.65,221.65,221.65,227.88,221.65
27752,51104,경상남도 창원시 의창구 단내로691번길 8,210.48,210.48,210.48,224.82,210.48
27753,51105,경상남도 창원시 의창구 무릉산길 135,210.85,210.85,210.85,225.19,210.85
27754,51106,경상남도 창원시 의창구 천주로 786,218.86,218.86,218.86,227.53,218.86
27755,51107,경상남도 창원시 의창구 동전로256번길 3,218.59,218.59,218.59,228.51,218.59
27756,51108,경상남도 창원시 의창구 백월로295번길 26,220.7,220.7,220.7,231.78,220.7
27757,51109,경상남도 창원시 의창구 고암길 65,219.43,219.43,219.43,236.08,219.43
27758,51110,경상남도 창원시 의창구 천주로 499,215.55,215.55,215.55,230.4,215.55
27759,51111,경상남도 창원시 의창구 천주로577번길 28,216.41,216.41,216.41,230.03,216.41
27760,51112,경상남도 창원시 의창구 중방길 3,216.21,216.21,216.21,232.85,216.21
27761,51113,경상남도 창원시 의창구 감계로135번길 73,217.24,217.24,217.24,233.88,217.24
27762,51114,경상남도 창원시 의창구 노연로69번길 27,207.88,207.88,207.88,227.83,207.88
27763,51115,경상남도 창원시 의창구 동읍로835번길 3,210.78,229.29,210.78,230.73,229.29
27764,51116,경상남도 창원시 의창구 동읍로 293,229.06,229.06,229.06,235.64,229.06
27765,51117,경상남도 창원시 의창구 동읍로499번길 77,224.33,230.28,224.33,235.44,230.28
27766,51118,경상남도 창원시 의창구 동읍로213번길 21,227.51,227.51,227.51,236.11,227.51
27767,51119,경상남도 창원시 의창구 대산북로 374,208.69,228.19,208.69,228.64,228.19
27768,51120,경상남도 창원시 의창구 진산대로528번길 38,211.16,222.69,211.16,231.11,222.69
27769,51121,경상남도 창원시 의창구 대산북로899번길 29,213.85,232.4,213.85,233.8,232.4
27770,51122,경상남도 창원시 의창구 유등로359번길 4,215.0,233.0,215.0,234.95,233.0
27771,51123,경상남도 창원시 의창구 진산대로472번길 16,211.49,223.02,211.49,231.44,223.02
27772,51124,경상남도 창원시 의창구 주남로503번길 70,213.29,231.2,213.29,233.24,231.2
27773,51125,경상남도 창원시 의창구 진산대로443번길 67,212.23,223.76,212.23,232.18,223.76
27774,51126,경상남도 창원시 의창구 주남로483번길 43,213.33,231.26,213.33,233.28,231.26
27775,51127,경상남도 창원시 의창구 용남길10번길 90,221.43,221.43,221.43,244.09,221.43
27776,51128,경상남도 창원시 의창구 동읍로 120,226.4,226.4,226.4,241.46,226.4
27777,51129,경상남도 창원시 의창구 무점길88번길 16,226.43,226.43,226.43,242.91,226.43
27778,51130,경상남도 창원시 의창구 무성길47번길 14,224.6,224.6,224.6,240.23,224.6
27779,51131,경상남도 창원시 의창구 의창대로 1082,223.59,223.59,223.59,239.5,223.59
27780,51132,경상남도 창원시 의창구 의창대로 741,226.84,226.84,226.84,242.26,226.84
27781,51133,경상남도 창원시 의창구 의창대로 620,224.57,229.26,224.57,243.62,229.26
27782,51134,경상남도 창원시 의창구 덕산길 91,227.59,227.59,227.59,243.02,227.59
27783,51135,경상남도 창원시 의창구 자여로118번길 23,225.98,225.98,225.98,243.61,225.98
27784,51136,경상남도 창원시 의창구 자여로 121,225.88,225.88,225.88,243.46,225.88
27785,51137,경상남도 창원시 의창구 자여로115번길 131,226.48,226.48,226.48,242.11,226.48
27786,51138,경상남도 창원시 의창구 사림로45번길 59,227.6,227.6,227.6,245.49,227.6
27787,51139,경상남도 창원시 의창구 상남로 290,228.52,228.52,228.52,249.28,228.52
27788,51140,경상남도 창원시 의창구 상남로 357,227.7,227.7,227.7,248.46,227.7
27789,51141,경상남도 창원시 의창구 사림로111번길 22,227.48,227.48,227.48,245.37,227.48
27790,51142,경상남도 창원시 의창구 사림로 77,227.82,227.82,227.82,245.72,227.82
27791,51143,경상남도 창원시 의창구 사림로 51,226.63,226.63,226.63,244.52,226.63
27792,51144,경상남도 창원시 의창구 봉곡로111번길 35,226.1,226.1,226.1,243.99,226.1
27793,51145,경상남도 창원시 의창구 봉곡로99번길 24,226.13,226.13,226.13,244.02,226.13
27794,51146,경상남도 창원시 의창구 봉곡로 80,225.98,225.98,225.98,243.88,225.98
27795,51147,경상남도 창원시 의창구 봉곡로123번길 7,225.58,225.58,225.58,243.47,225.58
27796,51148,경상남도 창원시 성산구 창원천로 336,225.87,225.87,225.87,243.76,225.87
27797,51149,경상남도 창원시 의창구 창이대로369번길 3,226.17,226.17,226.17,244.07,226.17
27798,51150,경상남도 창원시 의창구 사림로 100,226.83,226.83,226.83,244.72,226.83
27799,51151,경상남도 창원시 의창구 사림로130번길 8,227.3,227.3,227.3,245.19,227.3
27800,51152,경상남도 창원시 의창구 퇴촌로 27,227.34,228.95,227.34,245.24,228.95
27801,51153,경상남도 창원시 의창구 사림로149번길 42,228.84,228.84,227.6,245.5,228.84
27802,51154,경상남도 창원시 의창구 상남로 289,228.59,228.59,228.59,249.35,228.59
27803,51155,경상남도 창원시 의창구 태복산로289번길 31,225.34,225.34,225.34,243.24,225.34
27804,51156,경상남도 창원시 의창구 소봉로 43,226.24,226.24,226.24,244.13,226.24
27805,51157,경상남도 창원시 의창구 대봉로26번길 4,225.9,225.9,225.9,243.79,225.9
27806,51158,경상남도 창원시 의창구 대봉로 25,225.41,225.41,225.41,243.31,225.41
27807,51159,경상남도 창원시 의창구 도계두리길 41,221.82,221.82,221.82,239.72,221.82
27808,51160,경상남도 창원시 의창구 대봉로 137,227.21,227.21,227.21,245.1,227.21
27809,51161,경상남도 창원시 의창구 도계로95번길 15,222.31,222.31,222.31,240.16,222.31
27810,51162,경상남도 창원시 의창구 하남천동길32번길 6,222.14,222.14,222.14,240.03,222.14
27811,51163,경상남도 창원시 의창구 하남천서길21번길 3,222.11,222.11,222.11,240.01,222.11
27812,51164,경상남도 창원시 의창구 도계로 27,221.61,221.61,221.61,239.51,221.61
27813,51165,경상남도 창원시 의창구 원이대로55번길 19,221.9,221.9,221.9,239.79,221.9
27814,51166,경상남도 창원시 의창구 원이대로55번길 12,221.53,221.53,221.53,239.43,221.53
27815,51167,경상남도 창원시 의창구 원이대로69번길 20,221.94,221.94,221.94,239.84,221.94
27816,51168,경상남도 창원시 의창구 원이대로113번길 29,222.37,222.37,222.37,240.26,222.37
27817,51169,경상남도 창원시 의창구 도계로163번길 4,222.43,222.43,222.43,240.32,222.43
27818,51170,경상남도 창원시 의창구 태복산로 22,222.33,222.33,222.33,240.23,222.33
27819,51171,경상남도 창원시 의창구 태복산로54번길 25,222.9,222.9,222.9,240.96,222.9
27820,51172,경상남도 창원시 의창구 서곡길 48,223.51,223.51,223.51,241.57,223.51
27821,51173,경상남도 창원시 의창구 명지로 81,223.2,223.2,223.2,241.26,223.2
27822,51174,경상남도 창원시 의창구 명지로94번길 17,224.59,224.59,224.59,242.46,224.59
27823,51175,경상남도 창원시 의창구 명서로115번길 20,225.43,225.43,225.43,243.3,225.43
27824,51176,경상남도 창원시 의창구 지귀로12번길 10,224.15,224.15,224.15,242.03,224.15
27825,51177,경상남도 창원시 의창구 지귀로 30,224.22,224.22,224.22,242.09,224.22
27826,51178,경상남도 창원시 의창구 명지로121번길 12,224.51,224.51,224.51,242.38,224.51
27827,51179,경상남도 창원시 의창구 봉곡로35번길 3,226.41,226.41,226.41,244.28,226.41
27828,51180,경상남도 창원시 의창구 창이대로165번길 7,224.83,224.83,224.83,242.71,224.83
27829,51181,경상남도 창원시 의창구 창이대로205번길 14,224.69,224.69,224.69,242.57,224.69
27830,51182,경상남도 창원시 의창구 봉곡로54번길 17,225.25,225.25,225.25,243.13,225.25
27831,51183,경상남도 창원시 의창구 소계로 117,218.99,218.99,218.99,236.18,218.99
27832,51184,경상남도 창원시 의창구 금강로379번길 16,219.59,219.59,219.59,236.35,219.59
27833,51185,경상남도 창원시 의창구 소계로90번길 17,219.57,219.57,219.57,236.02,219.57
27834,51186,경상남도 창원시 의창구 소계로 38,219.19,219.19,219.19,236.24,219.19
27835,51187,경상남도 창원시 의창구 의창대로 89,219.91,219.91,219.91,237.96,219.91
27836,51188,경상남도 창원시 의창구 구암동정길 136,219.28,219.28,219.28,236.43,219.28
27837,51189,경상남도 창원시 의창구 천주로 123,218.15,218.15,218.15,234.79,218.15
27838,51190,경상남도 창원시 의창구 동정길51번길 3,220.85,220.85,220.85,235.27,220.85
27839,51191,경상남도 창원시 의창구 서상로25번길 25,219.77,219.77,219.77,235.46,219.77
27840,51192,경상남도 창원시 의창구 서상로35번길 8,219.7,219.7,219.7,235.65,219.7
27841,51193,경상남도 창원시 의창구 서상로 14,219.44,219.44,219.44,237.49,219.44
27842,51194,경상남도 창원시 의창구 의창대로211번길 6,220.5,220.5,220.5,238.56,220.5
27843,51195,경상남도 창원시 의창구 천주로18번길 7,220.06,220.06,220.06,235.71,220.06
27844,51196,경상남도 창원시 의창구 천주로 42,220.83,220.83,220.83,235.25,220.83
27845,51197,경상남도 창원시 의창구 천주로56번길 14,220.86,218.85,220.86,235.28,220.86
27846,51198,경상남도 창원시 의창구 의안로49번길 17,220.34,220.34,220.34,235.86,220.34
27847,51199,경상남도 창원시 의창구 의안로12번길 10,220.45,220.45,220.45,238.5,220.45
27848,51200,경상남도 창원시 의창구 의안로28번길 30,221.44,221.44,221.44,236.28,221.44
27849,51201,경상남도 창원시 의창구 의창대로299번길 20,221.44,221.44,221.44,236.55,221.44
27850,51202,경상남도 창원시 의창구 의안로66번길 45,223.3,223.3,223.3,236.64,223.3
27851,51203,경상남도 창원시 마산회원구 소계천서길 59,218.93,218.93,218.93,236.09,218.93
27852,51204,경상남도 창원시 마산회원구 금강로 302,218.15,218.15,218.15,235.32,218.15
27853,51205,경상남도 창원시 마산회원구 구암동6길 9,218.39,218.39,218.39,235.91,218.39
27854,51206,경상남도 창원시 마산회원구 구암서6길 19,218.11,218.11,218.11,234.7,218.11
27855,51207,경상남도 창원시 마산회원구 3·15성역로 8,216.91,216.91,216.91,234.79,216.91
27856,51208,경상남도 창원시 마산회원구 합성북15길 43,218.48,218.48,218.48,233.87,218.48
27857,51209,경상남도 창원시 마산회원구 3·15대로 785,218.15,218.15,218.15,234.19,218.15
27858,51210,경상남도 창원시 마산회원구 3·15대로 761,218.4,218.4,218.4,234.5,218.4
27859,51211,경상남도 창원시 마산회원구 수곡로 10,209.16,209.16,209.16,221.25,209.16
27860,51212,경상남도 창원시 마산회원구 호계본동3길 48,209.51,209.51,209.51,227.53,209.51
27861,51213,경상남도 창원시 마산회원구 호원로 415,210.99,210.99,210.99,226.45,210.99
27862,51214,경상남도 창원시 마산회원구 호원로 315,210.05,210.05,210.05,227.69,210.05
27863,51215,경상남도 창원시 마산회원구 광려천북로 66,209.03,209.03,209.03,228.44,209.03
27864,51216,경상남도 창원시 마산회원구 용담로 69,208.54,208.54,208.54,220.64,208.54
27865,51217,경상남도 창원시 마산회원구 함마대로 2554,209.73,209.73,209.73,219.46,209.73
27866,51218,경상남도 창원시 마산회원구 상곡로 140,210.47,210.47,210.47,231.77,210.47
27867,51219,경상남도 창원시 마산회원구 삼계숲길 267,211.69,211.69,211.69,232.5,211.69
27868,51220,경상남도 창원시 마산회원구 숲속로 65,211.97,211.97,211.97,232.78,211.97
27869,51221,경상남도 창원시 마산회원구 숲속로 27,211.69,211.69,211.69,232.5,211.69
27870,51222,경상남도 창원시 마산회원구 숲속로 20,211.56,211.56,211.56,232.37,211.56
27871,51223,경상남도 창원시 마산회원구 삼계로 55,211.21,211.21,211.21,232.02,211.21
27872,51224,경상남도 창원시 마산회원구 삼계로 32,211.02,211.02,211.02,231.83,211.02
27873,51225,경상남도 창원시 마산회원구 삼풍로 86,210.85,210.85,210.85,231.66,210.85
27874,51226,경상남도 창원시 마산회원구 경남대로 975,210.11,210.11,210.11,230.92,210.11
