index,우편번호,주소,실시간빠른길,편한길,최적경로,무료우선,second_highest
29986,54903,전북특별자치도 전주시 덕진구 호성3길 26,78.17,85.67,78.17,78.27,78.27
29987,54904,전북특별자치도 전주시 덕진구 호성2길 17,78.29,85.78,78.29,78.38,78.38
29988,54905,전북특별자치도 전주시 덕진구 견훤로 487,78.99,86.49,78.99,79.09,79.09
29989,54906,전북특별자치도 전주시 덕진구 견훤로 445,79.39,86.88,79.39,79.48,79.48
29990,54907,전북특별자치도 전주시 덕진구 건지2길 9,80.96,93.26,80.96,81.05,81.05
29991,54908,전북특별자치도 전주시 덕진구 우아로 50,87.05,92.23,87.05,79.88,87.05
29992,54909,전북특별자치도 전주시 덕진구 우아1길 5,87.29,92.07,87.29,80.12,87.29
29993,54910,전북특별자치도 전주시 덕진구 도당산2길 7,87.78,92.11,87.78,80.61,87.78
29994,54911,전북특별자치도 전주시 덕진구 도당산4길 37,92.0,92.0,87.64,80.47,92.0
29995,54912,전북특별자치도 전주시 덕진구 안덕원1길 39,90.67,90.67,90.67,82.0,90.67
29996,54913,전북특별자치도 전주시 덕진구 안골5길 11,92.14,92.14,92.14,80.95,92.14
29997,54914,전북특별자치도 전주시 덕진구 안덕원로 319,90.91,90.91,90.91,82.25,90.91
29998,54915,전북특별자치도 전주시 덕진구 동부대로 573,91.06,91.06,91.06,81.06,91.06
29999,54916,전북특별자치도 전주시 덕진구 견훤로 367,87.78,92.55,87.78,80.61,87.78
30000,54917,전북특별자치도 전주시 덕진구 명주2길 19,88.27,93.08,88.27,81.1,88.27
30001,54918,전북특별자치도 전주시 덕진구 견훤왕궁로 250,88.78,93.45,88.78,81.6,88.78
30002,54919,전북특별자치도 전주시 덕진구 심방죽6길 8,88.27,93.04,88.27,81.09,88.27
30003,54920,전북특별자치도 전주시 덕진구 심방죽7길 8,88.22,93.0,88.22,81.05,88.22
30004,54921,전북특별자치도 전주시 덕진구 매봉3길 13,88.64,93.44,88.64,81.11,88.64
30005,54922,전북특별자치도 전주시 덕진구 매봉로 31,89.1,93.78,89.1,81.57,89.1
30006,54923,전북특별자치도 전주시 덕진구 거북바우1길 16,89.62,94.36,89.62,82.09,89.62
30007,54924,전북특별자치도 전주시 덕진구 기린대로 336,93.48,93.48,93.48,82.29,93.48
30008,54925,전북특별자치도 전주시 덕진구 권삼득로 170,93.31,93.31,93.31,82.26,93.31
30009,54926,전북특별자치도 전주시 덕진구 모래내6길 53,92.93,92.93,92.93,81.53,92.93
30010,54927,전북특별자치도 전주시 덕진구 모래내6길 26,92.72,92.72,92.72,81.75,92.72
30011,54928,전북특별자치도 전주시 덕진구 안덕원로 139,92.71,92.71,92.71,82.27,92.71
30012,54929,전북특별자치도 전주시 덕진구 건산1길 4,93.05,93.05,93.05,82.55,93.05
30013,54930,전북특별자치도 전주시 덕진구 금암4길 21,89.22,94.03,89.22,81.69,89.22
30014,54931,전북특별자치도 전주시 덕진구 권삼득로 247,89.58,94.39,89.58,82.05,89.58
30015,54932,전북특별자치도 전주시 덕진구 떡전로 12,92.02,92.57,92.02,82.76,92.02
30016,54933,전북특별자치도 전주시 덕진구 용산2길 17,91.24,91.24,91.24,82.86,91.24
30017,54934,전북특별자치도 전주시 덕진구 팔달로 375,89.66,91.31,89.66,82.31,89.66
30018,54935,전북특별자치도 전주시 덕진구 팔달로 366,93.42,93.42,93.42,82.54,93.42
30019,54936,전북특별자치도 전주시 덕진구 태진로 114,93.72,93.72,93.72,82.6,93.72
30020,54937,전북특별자치도 전주시 덕진구 태진로 101,93.81,93.81,93.81,82.73,93.81
30021,54938,전북특별자치도 전주시 덕진구 숲정이2길 24,92.58,94.19,92.58,83.88,92.58
30022,54939,전북특별자치도 전주시 덕진구 벚꽃1길 9,93.92,93.92,93.92,84.19,93.92
30023,54940,전북특별자치도 전주시 완산구 백제대로 398,92.2,92.2,92.2,84.5,92.2
30024,54941,전북특별자치도 전주시 덕진구 전주천서로 403,92.0,92.0,92.0,84.31,92.0
30025,54942,전북특별자치도 전주시 완산구 홍산로 495,90.31,90.31,90.31,84.11,90.31
30026,54943,전북특별자치도 전주시 완산구 고사평8길 14,90.35,90.35,90.35,84.28,90.35
30027,54944,전북특별자치도 전주시 완산구 여울로 77,90.72,90.72,90.72,84.53,90.72
30028,54945,전북특별자치도 전주시 완산구 서신로 106,90.75,90.75,90.75,83.97,90.75
30029,54946,전북특별자치도 전주시 완산구 새터로 118,91.09,91.09,91.09,83.43,91.09
30030,54947,전북특별자치도 전주시 완산구 당산로 2,90.19,91.26,90.19,84.47,90.19
30031,54948,전북특별자치도 전주시 완산구 당산로 43,90.56,91.62,90.56,84.21,90.56
30032,54949,전북특별자치도 전주시 완산구 당산로 121,91.53,91.68,91.53,83.47,91.53
30033,54950,전북특별자치도 전주시 완산구 전룡로 39,91.27,92.25,91.27,84.24,91.27
30034,54951,전북특별자치도 전주시 완산구 서신로 71,90.77,91.84,90.77,83.91,90.77
30035,54952,전북특별자치도 전주시 완산구 서신천변7길 24,90.88,91.95,90.88,84.68,90.88
30036,54953,전북특별자치도 전주시 완산구 유연로 257,91.17,96.16,91.17,84.56,91.17
30037,54954,전북특별자치도 전주시 완산구 전룡3길 8,91.51,92.23,91.51,84.21,91.51
30038,54955,전북특별자치도 전주시 완산구 유연로 217,91.04,92.11,91.04,85.48,91.04
30039,54956,전북특별자치도 전주시 완산구 서곡4길 25,89.79,90.86,89.79,85.48,89.79
30040,54957,전북특별자치도 전주시 완산구 세내로 515,90.04,91.11,90.04,85.4,90.04
30041,54958,전북특별자치도 전주시 완산구 황강서원3길 3,90.82,95.26,90.82,92.81,92.81
30042,54959,전북특별자치도 전주시 완산구 문학대5길 17,90.79,91.86,90.69,92.87,91.86
30043,54960,전북특별자치도 전주시 완산구 황강서원4길 15,90.73,90.73,90.73,92.82,90.73
30044,54961,전북특별자치도 전주시 완산구 마전들로 35,95.36,95.36,95.36,92.9,95.36
30045,54962,전북특별자치도 전주시 완산구 마전2길 5,95.49,95.49,95.49,93.03,95.49
30046,54963,전북특별자치도 전주시 완산구 석산1길 18,95.34,95.34,95.34,92.88,95.34
30047,54964,전북특별자치도 전주시 완산구 배학4길 9,94.94,94.94,94.94,92.48,94.94
30048,54965,전북특별자치도 전주시 완산구 서원로 63,95.63,95.63,95.63,93.18,95.63
30049,54966,전북특별자치도 전주시 완산구 바우배기2길 18,95.46,95.46,95.46,93.01,95.46
30050,54967,전북특별자치도 전주시 완산구 유연로 220,95.64,95.64,95.64,93.19,95.64
30051,54968,전북특별자치도 전주시 완산구 효자로 225,96.12,96.12,91.75,93.67,96.12
30052,54969,전북특별자치도 전주시 완산구 홍산1길 16,95.86,95.86,95.86,93.4,95.86
30053,54970,전북특별자치도 전주시 완산구 유연로 268,96.52,96.39,96.52,84.75,96.52
30054,54971,전북특별자치도 전주시 완산구 메너머4길 33,96.78,91.54,92.48,84.24,92.48
30055,54972,전북특별자치도 전주시 완산구 메너머1길 14,92.55,92.55,92.55,84.6,92.55
30056,54973,전북특별자치도 전주시 완산구 인정4길 14,92.8,92.87,92.8,84.66,92.8
30057,54974,전북특별자치도 전주시 완산구 화산천변6길 11,96.46,96.65,91.88,85.17,96.46
30058,54975,전북특별자치도 전주시 완산구 신촌3길 20,92.28,96.62,92.28,85.5,92.28
30059,54976,전북특별자치도 전주시 완산구 중산8길 7,93.12,93.19,93.12,84.98,93.12
30060,54977,전북특별자치도 전주시 완산구 산월2길 20,93.06,93.64,93.06,85.43,93.06
30061,54978,전북특별자치도 전주시 완산구 신촌3길 19,92.25,96.61,92.25,85.55,92.25
30062,54979,전북특별자치도 전주시 완산구 서원로 213,92.81,97.22,92.81,86.19,92.81
30063,54980,전북특별자치도 전주시 완산구 산월2길 11,92.95,93.37,93.13,85.36,93.13
30064,54981,전북특별자치도 전주시 완산구 영선로 29,93.21,93.28,93.21,85.07,93.21
30065,54982,전북특별자치도 전주시 덕진구 어은로 137,92.62,94.42,92.62,84.74,92.62
30066,54983,전북특별자치도 전주시 덕진구 어은로 126,94.3,94.36,94.11,86.16,94.3
30067,54984,전북특별자치도 전주시 완산구 백제대로 306,92.86,92.93,92.86,84.72,92.86
30068,54985,전북특별자치도 전주시 완산구 어은로 8,93.02,93.02,93.02,85.06,93.02
30069,54986,전북특별자치도 전주시 완산구 선너머3길 21,93.85,96.36,93.85,85.77,93.85
30070,54987,전북특별자치도 전주시 완산구 선너머3길 6,93.97,96.28,93.97,85.89,93.97
30071,54988,전북특별자치도 전주시 덕진구 전주천서로 321,92.77,94.69,92.77,84.63,92.77
30072,54989,전북특별자치도 전주시 완산구 선너머로 77,94.11,95.7,94.11,85.94,94.11
30073,54990,전북특별자치도 전주시 덕진구 태진로 77,92.69,93.7,92.69,84.36,92.69
30074,54991,전북특별자치도 전주시 덕진구 공북5길 55,93.05,93.05,93.05,82.88,93.05
30075,54992,전북특별자치도 전주시 덕진구 노송여울2길 158,93.27,93.27,93.27,83.1,93.27
30076,54993,전북특별자치도 전주시 덕진구 팔달로 310,93.08,93.08,93.08,82.91,93.08
30077,54994,전북특별자치도 전주시 완산구 기린대로 205,93.63,93.63,93.63,83.36,93.63
30078,54995,전북특별자치도 전주시 완산구 대동로 91,93.98,93.98,93.98,83.74,93.98
30079,54996,전북특별자치도 전주시 완산구 팔달로 235,93.73,93.73,93.73,83.56,93.73
30080,54997,전북특별자치도 전주시 완산구 태진로 28,94.69,94.7,94.7,84.0,94.7
30081,54998,전북특별자치도 전주시 덕진구 전주천동로 338,92.67,94.18,92.67,83.77,92.67
30082,54999,전북특별자치도 전주시 완산구 팔달로 187,94.45,94.45,94.45,84.06,94.45
30083,55000,전북특별자치도 전주시 완산구 팔달로 186,94.47,94.47,94.47,84.18,94.47
30084,55001,전북특별자치도 전주시 덕진구 견훤왕궁로 169,92.1,92.1,92.1,81.51,92.1
30085,55002,전북특별자치도 전주시 덕진구 반태산6길 10,92.77,92.77,92.77,83.08,92.77
30086,55003,전북특별자치도 전주시 덕진구 반촌1길 38,92.54,92.54,92.54,82.28,92.54
30087,55004,전북특별자치도 전주시 덕진구 기린대로 252,93.45,93.45,93.45,82.82,93.45
30088,55005,전북특별자치도 전주시 완산구 기린대로 194,94.11,94.11,94.11,83.64,94.11
30089,55006,전북특별자치도 전주시 완산구 물왕멀3길 17,93.47,93.47,93.47,83.17,93.47
30090,55007,전북특별자치도 전주시 덕진구 물왕멀로 96,92.46,92.46,92.46,82.39,92.46
30091,55008,전북특별자치도 전주시 덕진구 안덕원로 260,91.54,91.54,91.54,81.4,91.54
30092,55009,전북특별자치도 전주시 덕진구 인후5길 6,92.21,92.21,92.21,81.93,92.21
30093,55010,전북특별자치도 전주시 덕진구 인봉3길 51,92.52,92.52,92.52,82.05,92.52
30094,55011,전북특별자치도 전주시 덕진구 인봉3길 11,92.83,92.83,92.83,82.37,92.83
30095,55012,전북특별자치도 전주시 덕진구 진버들1길 73,91.42,91.42,91.42,81.2,91.42
30096,55013,전북특별자치도 전주시 덕진구 견훤로 260,91.49,91.49,91.49,82.47,91.49
30097,55014,전북특별자치도 전주시 덕진구 진버들7길 31,91.22,91.22,91.22,82.2,91.22
30098,55015,전북특별자치도 전주시 덕진구 안덕원로 378,90.58,90.58,90.58,81.56,90.58
30099,55016,전북특별자치도 전주시 덕진구 아중천1길 28,91.26,91.26,91.26,82.23,91.26
30100,55017,전북특별자치도 전주시 덕진구 석소4길 6,91.38,91.38,91.38,82.36,91.38
30101,55018,전북특별자치도 전주시 덕진구 동가재미2길 43,91.39,91.39,91.39,82.36,91.39
30102,55019,전북특별자치도 전주시 덕진구 동가재미1길 3,91.87,91.87,91.87,82.84,91.87
30103,55020,전북특별자치도 전주시 덕진구 가재미6길 10,92.0,92.0,92.0,82.98,92.0
30104,55021,전북특별자치도 전주시 덕진구 석소로 25,92.38,92.38,92.38,83.12,92.38
30105,55022,전북특별자치도 전주시 덕진구 아중7길 17,91.4,91.4,91.4,82.07,91.4
30106,55023,전북특별자치도 전주시 덕진구 아중로 231,91.69,91.69,91.69,77.27,91.69
30107,55024,전북특별자치도 전주시 덕진구 가재미로 30,92.84,92.84,92.84,78.61,92.84
30108,55025,전북특별자치도 전주시 덕진구 삼천공덕길 67,90.86,90.86,90.86,77.56,90.86
30109,55026,전북특별자치도 전주시 덕진구 수리재길 77,91.03,91.03,91.03,77.12,91.03
30110,55027,전북특별자치도 전주시 덕진구 용계길 37,95.42,95.42,95.42,81.19,95.42
30111,55028,전북특별자치도 전주시 덕진구 인교2길 5,92.09,92.09,92.09,77.86,92.09
30112,55029,전북특별자치도 전주시 덕진구 한배미로 73,92.09,92.09,92.09,77.86,92.09
30113,55030,전북특별자치도 전주시 덕진구 인교로 20,92.42,92.42,92.42,78.18,92.42
30114,55031,전북특별자치도 전주시 덕진구 신동길 59,93.75,93.75,93.75,79.52,93.75
30115,55032,전북특별자치도 전주시 완산구 기린대로 152,93.8,93.8,93.8,79.88,93.8
30116,55033,전북특별자치도 전주시 완산구 관선1길 33,93.71,93.71,93.71,79.48,93.71
30117,55034,전북특별자치도 전주시 완산구 마당재2길 58,93.44,93.44,93.44,79.2,93.44
30118,55035,전북특별자치도 전주시 완산구 간납대2길 48,93.94,93.94,93.94,80.02,93.94
30119,55036,전북특별자치도 전주시 완산구 발리산로 2,94.19,94.19,94.19,80.26,94.19
30120,55037,전북특별자치도 전주시 완산구 옥류길 13,95.12,95.12,95.12,80.89,95.12
30121,55038,전북특별자치도 전주시 완산구 팔달로 175,94.53,94.43,94.53,79.26,94.53
30122,55039,전북특별자치도 전주시 완산구 어진길 122,94.59,94.59,94.59,80.36,94.59
30123,55040,전북특별자치도 전주시 완산구 충경로 126,94.03,94.03,94.03,79.8,94.03
30124,55041,전북특별자치도 전주시 완산구 어진길 5,94.17,94.17,94.17,79.94,94.17
30125,55042,전북특별자치도 전주시 완산구 팔달로 150,95.09,95.09,95.09,80.86,95.09
30126,55043,전북특별자치도 전주시 완산구 풍남문5길 20,95.44,95.33,95.44,80.16,95.44
30127,55044,전북특별자치도 전주시 완산구 태조로 25,94.57,94.57,94.57,80.34,94.57
30128,55045,전북특별자치도 전주시 완산구 은행로 79,96.05,96.05,96.05,81.81,96.05
30129,55046,전북특별자치도 전주시 완산구 서원로 402,95.42,95.32,95.42,79.58,95.42
30130,55047,전북특별자치도 전주시 완산구 용머리로 295,95.64,95.54,95.64,80.7,95.64
30131,55048,전북특별자치도 전주시 완산구 용머리로 197,96.65,96.55,96.65,81.43,96.65
30132,55049,전북특별자치도 전주시 완산구 따박골로 60,97.73,97.73,97.73,80.77,97.73
30133,55050,전북특별자치도 전주시 완산구 강변로 212,93.68,97.83,93.68,96.99,96.99
30134,55051,전북특별자치도 전주시 완산구 신봉로 39,97.23,97.23,97.23,81.07,97.23
30135,55052,전북특별자치도 전주시 완산구 서원로 258,97.33,97.33,97.33,80.59,97.33
30136,55053,전북특별자치도 전주시 완산구 백제대로 165,97.82,94.57,97.82,81.47,97.82
30137,55054,전북특별자치도 전주시 완산구 오두정길 31,97.53,94.34,97.53,81.24,97.53
30138,55055,전북특별자치도 전주시 완산구 밤나무1길 8,97.1,97.1,97.1,81.38,97.1
30139,55056,전북특별자치도 전주시 완산구 강변로 176,93.13,97.31,93.13,81.94,93.13
30140,55057,전북특별자치도 전주시 완산구 범안2길 7,96.17,96.17,96.17,93.72,96.17
30141,55058,전북특별자치도 전주시 완산구 우전2길 47,96.86,96.86,96.86,96.68,96.86
30142,55059,전북특별자치도 전주시 완산구 쑥고개로 383,93.58,97.2,93.58,96.36,96.36
30143,55060,전북특별자치도 전주시 완산구 봉곡3길 41,95.53,95.53,95.53,93.08,95.53
30144,55061,전북특별자치도 전주시 완산구 구룡1길 23,95.89,95.89,95.89,93.44,95.89
30145,55062,전북특별자치도 전주시 완산구 호암로 69,96.08,96.08,96.08,96.59,96.08
30146,55063,전북특별자치도 전주시 완산구 봉곡로 6,95.19,95.19,95.19,92.74,95.19
30147,55064,전북특별자치도 전주시 완산구 소태정로 21,95.93,95.93,95.93,96.46,95.93
30148,55065,전북특별자치도 전주시 완산구 소태정5길 17,96.02,96.02,96.02,95.68,96.02
30149,55066,전북특별자치도 전주시 완산구 안심새길 13,91.84,91.84,91.84,89.39,91.84
30150,55067,전북특별자치도 전주시 완산구 원상림길 146,93.84,93.84,93.84,91.39,93.84
30151,55068,전북특별자치도 전주시 완산구 효자로 28,93.71,93.71,93.71,91.26,93.71
30152,55069,전북특별자치도 전주시 완산구 천잠로 227,99.71,100.9,99.71,100.02,100.02
30153,55070,전북특별자치도 전주시 완산구 쑥고개로 227,98.55,97.05,98.55,95.05,98.55
30154,55071,전북특별자치도 전주시 완산구 정여립로 568,94.42,94.42,94.42,95.21,94.42
30155,55072,전북특별자치도 전주시 완산구 삼산길 123,94.26,94.26,94.26,91.81,94.26
30156,55073,전북특별자치도 전주시 완산구 천잠로 109,99.31,96.67,99.31,95.87,99.31
30157,55074,전북특별자치도 전주시 완산구 계룡산길 44,101.47,97.9,101.47,100.48,101.47
30158,55075,전북특별자치도 전주시 완산구 호동길 49,97.63,98.83,97.63,94.19,97.63
30159,55076,전북특별자치도 전주시 완산구 원신덕길 12,96.94,98.14,96.94,93.5,96.94
30160,55077,전북특별자치도 전주시 완산구 비아길 9,100.07,101.27,100.07,96.63,100.07
30161,55078,전북특별자치도 전주시 완산구 우림로 726,102.1,103.3,102.1,98.66,102.1
30162,55079,전북특별자치도 전주시 완산구 효천중앙2길 15,97.38,97.38,100.02,99.96,99.96
30163,55080,전북특별자치도 전주시 완산구 용머리로 56,100.5,97.83,100.5,100.43,100.5
30164,55081,전북특별자치도 전주시 완산구 용머리로 78,100.79,98.12,100.79,86.45,100.79
30165,55082,전북특별자치도 전주시 완산구 용머리로 114,98.4,98.4,101.07,86.39,98.4
30166,55083,전북특별자치도 전주시 완산구 성지산로 6,98.39,98.39,101.03,100.97,100.97
30167,55084,전북특별자치도 전주시 완산구 성지산로 43,98.97,95.05,101.63,86.65,98.97
30168,55085,전북특별자치도 전주시 완산구 강변로 96,94.07,97.75,94.07,100.33,97.75
30169,55086,전북특별자치도 전주시 완산구 삼천천변3길 44,97.94,97.94,100.58,100.52,100.52
30170,55087,전북특별자치도 전주시 완산구 삼천천변1길 46,98.36,98.36,98.36,100.94,98.36
30171,55088,전북특별자치도 전주시 완산구 하거마7길 43,98.25,98.25,98.25,87.54,98.25
30172,55089,전북특별자치도 전주시 완산구 거마서로 58,99.07,95.4,99.07,87.39,99.07
30173,55090,전북특별자치도 전주시 완산구 거마중앙로 26,98.96,98.96,98.96,87.53,98.96
30174,55091,전북특별자치도 전주시 완산구 솟대1길 28,98.95,98.95,98.95,101.53,98.95
30175,55092,전북특별자치도 전주시 완산구 백제대로 31,107.31,95.38,107.31,87.42,107.31
30176,55093,전북특별자치도 전주시 완산구 효동2길 30,99.18,102.98,101.84,86.9,101.84
30177,55094,전북특별자치도 전주시 완산구 효동3길 14,99.12,103.04,101.78,86.84,101.78
30178,55095,전북특별자치도 전주시 완산구 용머리로 210,99.36,99.36,102.02,87.07,99.36
30179,55096,전북특별자치도 전주시 완산구 용머리로 232,96.42,95.3,96.42,86.69,96.42
30180,55097,전북특별자치도 전주시 완산구 완산4길 30,97.26,96.13,97.26,86.38,97.26
30181,55098,전북특별자치도 전주시 완산구 곤지산4길 12,96.49,95.72,96.49,87.15,96.49
30182,55099,전북특별자치도 전주시 완산구 팔달로 33,96.69,95.93,96.69,87.36,96.69
30183,55100,전북특별자치도 전주시 완산구 전주천서로 81,96.32,95.56,96.32,86.99,96.32
30184,55101,전북특별자치도 전주시 완산구 황학6길 2,98.86,98.86,98.86,89.52,98.86
30185,55102,전북특별자치도 전주시 완산구 공수내로 13,96.91,96.15,96.91,87.58,96.91
30186,55103,전북특별자치도 전주시 완산구 외칠봉1길 23,97.3,97.16,97.3,87.84,97.3
30187,55104,전북특별자치도 전주시 완산구 안행8길 46,107.44,95.3,107.44,87.16,107.44
30188,55105,전북특별자치도 전주시 완산구 안행로 43,97.35,95.48,102.45,87.34,97.35
30189,55106,전북특별자치도 전주시 완산구 백제대로 20,98.68,97.91,98.68,88.19,98.68
30190,55107,전북특별자치도 전주시 완산구 장승배기4길 9,97.49,96.72,97.49,88.16,97.49
30191,55108,전북특별자치도 전주시 완산구 견훤로 68,94.06,94.06,94.06,85.02,94.06
30192,55109,전북특별자치도 전주시 완산구 낙수정2길 15,94.05,94.05,94.05,85.03,94.05
30193,55110,전북특별자치도 전주시 완산구 바람쐬는길 57,98.75,98.75,98.75,89.72,98.75
30194,55111,전북특별자치도 전주시 완산구 바람쐬는길 203,100.21,100.21,100.21,90.87,100.21
30195,55112,전북특별자치도 전주시 완산구 동부대로 46,96.9,96.9,96.9,87.88,96.9
30196,55113,전북특별자치도 전주시 완산구 남고산성1길 53,99.5,99.5,99.5,90.17,99.5
30197,55114,전북특별자치도 전주시 완산구 학봉1길 19,99.84,99.84,99.84,90.51,99.84
30198,55115,전북특별자치도 전주시 완산구 춘향로 5319,96.32,96.32,96.32,86.99,96.32
30199,55116,전북특별자치도 전주시 완산구 고덕산1길 120,97.77,97.77,97.77,88.43,97.77
30200,55117,전북특별자치도 전주시 완산구 춘향로 4881,97.85,102.32,97.85,88.51,97.85
30201,55118,전북특별자치도 전주시 완산구 장승배기로 336,97.11,96.34,97.11,87.77,97.11
30202,55119,전북특별자치도 전주시 완산구 덕적골3길 17,97.77,97.0,97.77,88.43,97.77
30203,55120,전북특별자치도 전주시 완산구 덕적골1길 70,98.58,97.82,98.58,89.25,98.58
30204,55121,전북특별자치도 전주시 완산구 평화로 222,107.24,97.52,107.24,87.86,107.24
30205,55122,전북특별자치도 전주시 완산구 평화14길 30,106.73,96.05,106.73,87.85,106.73
30206,55123,전북특별자치도 전주시 완산구 평화6길 4,106.93,108.13,106.93,106.99,106.99
30207,55124,전북특별자치도 전주시 완산구 평화7길 9,106.68,107.88,106.68,106.74,106.74
30208,55125,전북특별자치도 전주시 완산구 평화4길 14,106.58,107.78,106.58,106.16,106.58
30209,55126,전북특별자치도 전주시 완산구 구이로 2089,106.17,107.37,106.17,105.76,106.17
30210,55127,전북특별자치도 전주시 완산구 문정길 31,106.85,108.04,106.85,106.91,106.91
30211,55128,전북특별자치도 전주시 완산구 군자길 126,106.08,107.28,106.08,107.56,107.28
30212,55129,전북특별자치도 전주시 완산구 금성길 25,104.16,105.35,104.16,103.74,104.16
30213,55130,전북특별자치도 전주시 완산구 구이로 1959,104.89,106.08,104.89,104.47,104.89
30214,55131,전북특별자치도 전주시 완산구 장승배기로 4,102.71,98.73,102.71,102.77,102.71
30215,55132,전북특별자치도 전주시 완산구 장승배기로 76,101.39,98.74,101.39,100.97,101.39
30216,55133,전북특별자치도 전주시 완산구 맏내로 76,106.28,107.48,106.3,106.16,106.3
30217,55134,전북특별자치도 전주시 완산구 맏내3길 6,106.7,96.01,106.7,87.8,106.7
30218,55135,전북특별자치도 전주시 완산구 모악로 4665,106.19,107.39,106.19,106.05,106.19
30219,55136,전북특별자치도 전주시 완산구 난전들로 220,102.11,99.01,102.11,102.15,102.11
30220,55137,전북특별자치도 전주시 완산구 난전들로 245,98.52,98.52,98.52,101.02,98.52
30221,55138,전북특별자치도 전주시 완산구 장교마을길 23,101.61,102.8,101.61,101.46,101.61
30222,55139,전북특별자치도 전주시 완산구 난전들로 156,101.99,103.19,101.99,101.84,101.99
30223,55140,전북특별자치도 전주시 완산구 모악로 4649,106.5,100.76,106.5,106.54,106.5
30224,55141,전북특별자치도 전주시 완산구 모악로 4415,104.51,105.71,104.51,105.97,105.71
30225,55142,전북특별자치도 전주시 완산구 모악산자락길 130,103.46,102.86,101.66,98.15,102.86
30226,55143,전북특별자치도 전주시 완산구 학전길 69,102.26,103.46,102.26,103.72,103.46
30227,55144,전북특별자치도 전주시 완산구 중인3길 99,101.81,103.01,101.81,98.29,101.81
30228,55145,전북특별자치도 전주시 덕진구 과학로 1,88.7,88.7,88.7,79.59,88.7
30229,55146,전북특별자치도 전주시 덕진구 세병로 178,85.81,85.81,85.81,78.28,85.81
30230,55147,전북특별자치도 전주시 덕진구 세병로 175,85.97,85.97,85.97,78.43,85.97
30231,55148,전북특별자치도 전주시 덕진구 세병로 67,86.21,86.21,86.21,78.68,86.21
30232,55149,전북특별자치도 전주시 덕진구 동부대로 1076,86.15,86.15,86.15,78.61,86.15
30233,55150,전북특별자치도 전주시 덕진구 동부대로 1030,85.7,85.7,85.7,78.17,85.7
30234,55151,전북특별자치도 전주시 덕진구 화암2길 10,85.04,85.04,85.04,77.51,85.04
30235,55152,전북특별자치도 전주시 완산구 천잠로 58,97.51,97.51,97.51,96.71,97.51
30236,55300,전북특별자치도 완주군 대둔산로 2100,37.56,46.47,37.56,37.56,37.56
30237,55301,전북특별자치도 완주군 금고당로 959,50.47,59.38,50.47,50.47,50.47
30238,55302,전북특별자치도 완주군 경가천길 285,49.9,58.8,49.9,49.9,49.9
30239,55303,전북특별자치도 완주군 백암길 26,54.59,72.12,54.59,54.59,54.59
30240,55304,전북특별자치도 완주군 석천길 74,62.52,62.52,62.52,49.06,62.52
30241,55305,전북특별자치도 완주군 산시길 52,78.14,78.14,78.14,69.95,78.14
30242,55306,전북특별자치도 완주군 천호로 848,74.49,74.49,74.49,66.78,74.49
30243,55307,전북특별자치도 완주군 어우길 73,77.04,77.04,77.04,66.68,77.04
30244,55308,전북특별자치도 완주군 눈기러기로 66,62.63,83.09,62.63,62.63,62.63
30245,55309,전북특별자치도 완주군 라복2길 49,70.06,70.06,70.06,63.18,70.06
30246,55310,전북특별자치도 완주군 하삼길 22,56.81,65.72,56.81,56.81,56.81
30247,55311,전북특별자치도 완주군 고산천로 567,79.77,82.66,63.6,63.6,79.77
30248,55312,전북특별자치도 완주군 남봉신기길 67,78.89,79.66,78.89,67.18,78.89
30249,55313,전북특별자치도 완주군 우주로 515,72.38,72.38,72.38,76.43,72.38
30250,55314,전북특별자치도 완주군 테크노밸리4로 34,70.65,70.65,70.65,76.02,70.65
30251,55315,전북특별자치도 완주군 완주산단9로 122,72.69,72.69,72.69,70.72,72.69
30252,55316,전북특별자치도 완주군 원둔산6길 26,72.12,72.12,72.12,69.16,72.12
30253,55317,전북특별자치도 완주군 둔산신봉길 153,72.75,72.75,72.75,69.19,72.75
30254,55318,전북특별자치도 완주군 완주산단2로 251,72.88,72.88,72.88,69.39,72.88
30255,55319,전북특별자치도 완주군 둔산2로 33,73.05,73.05,73.05,69.56,73.05
30256,55320,전북특별자치도 완주군 완주산단6로 136,72.86,72.86,72.86,69.95,72.86
30257,55321,전북특별자치도 완주군 완주산단6로 30,74.0,74.0,74.0,69.47,74.0
30258,55322,전북특별자치도 완주군 과학로 912,73.77,73.77,73.77,69.23,73.77
30259,55323,전북특별자치도 완주군 완주산단2로 51,75.49,75.68,75.49,72.84,75.49
30260,55324,전북특별자치도 완주군 제상로 95,73.17,73.17,73.17,69.35,73.17
30261,55325,전북특별자치도 완주군 중리길 20,76.2,77.43,76.2,70.42,76.2
30262,55326,전북특별자치도 완주군 하보상길 2,77.09,77.09,77.09,69.67,77.09
30263,55327,전북특별자치도 완주군 쌍정길 11,78.03,86.59,78.03,71.39,78.03
30264,55328,전북특별자치도 완주군 낙평1길 19,77.78,86.94,77.78,70.26,77.78
30265,55329,전북특별자치도 완주군 삼봉로 824,76.52,77.9,76.52,70.83,76.52
30266,55330,전북특별자치도 완주군 고천길 161,77.3,81.56,77.3,74.19,77.3
30267,55331,전북특별자치도 완주군 주동길 76,76.39,83.27,76.39,72.27,76.39
30268,55332,전북특별자치도 완주군 과학로 751,75.26,75.26,75.26,74.23,75.26
