postal_code,distance,duration_time
1309,180,0
1310,181,0
1311,187,0
1312,186,0
1313,181,0
1314,183,0
1315,183,0
1316,182,0
1317,183,0
1318,186,0
1319,179,0
1320,180,0
1321,180,0
1322,180,0
1323,181,0
1324,180,0
1325,181,0
1326,180,0
1327,180,0
1328,180,0
1329,180,0
1330,187,0
1331,187,0
1332,187,0
1333,182,0
1334,182,0
1335,187,0
1336,182,0
1337,182,0
1338,182,0
1339,188,0
1340,182,0
1341,187,0
1342,188,0
1343,187,0
1344,187,0
1345,187,0
1346,187,0
1347,187,0
1348,187,0
1349,186,0
1350,186,0
1351,187,0
1352,187,0
1353,187,0
1354,187,0
1355,187,0
1356,188,0
1357,188,0
1358,182,0
1359,183,0
1360,184,0
1361,183,0
1362,183,0
1363,183,0
1364,189,0
1365,190,0
1366,191,0
1367,190,0
1368,195,0
1369,196,0
1370,192,0
1371,190,0
1372,190,0
1373,189,0
1374,189,0
1375,189,0
1376,190,0
1377,190,0
1378,190,0
1379,189,0
1380,189,0
1381,189,0
1382,189,0
1383,188,0
1384,188,0
1385,188,0
1386,189,0
1387,189,0
1388,189,0
1389,188,0
1390,188,0
1391,187,0
1392,188,0
1393,188,0
1394,188,0
1395,182,0
1396,187,0
1397,188,0
1398,187,0
1399,188,0
1400,188,0
1401,188,0
1402,188,0
1403,188,0
1404,188,0
1405,189,0
1406,187,0
1407,187,0
1408,187,0
1409,187,0
1410,187,0
1411,187,0
1412,187,0
1413,188,0
1414,188,0
1415,188,0
1416,188,0
1417,183,0
1418,183,0
1419,174,0
1420,188,0
1421,175,0
1422,190,0
1423,190,0
1424,174,0
1425,175,0
1426,188,0
1427,190,0
1428,190,0
1429,189,0
1430,188,0
1431,188,0
1432,188,0
1433,189,0
1434,189,0
1435,189,0
1436,188,0
1437,189,0
1438,189,0
1439,189,0
1440,189,0
1441,189,0
1442,189,0
1443,189,0
1444,189,0
1445,190,0
1446,189,0
1447,189,0
1448,189,0
1449,189,0
1450,190,0
1451,190,0
1452,189,0
1453,183,0
1454,176,0
1455,176,0
1456,183,0
1457,176,0
1458,176,0
1459,183,0
1460,176,0
1461,184,0
1462,190,0
1463,176,0
1464,175,0
1465,176,0
1466,176,0
1467,176,0
1468,176,0
1469,175,0
1470,175,0
1471,176,0
1472,176,0
1473,176,0
1474,175,0
1475,176,0
1476,176,0
1477,193,0
1478,193,0
1479,192,0
1480,192,0
1481,192,0
1482,193,0
1483,182,0
1484,183,0
1485,184,0
1486,181,0
1487,182,0
1488,175,0
1489,174,0
1600,184,0
1601,184,0
1602,183,0
1603,184,0
1604,184,0
1605,185,0
1606,185,0
1607,184,0
1608,184,0
1609,184,0
1610,185,0
1611,185,0
1612,185,0
1613,185,0
1614,185,0
1615,185,0
1616,185,0
1617,185,0
1618,180,0
1619,186,0
1620,185,0
1621,184,0
1622,184,0
1623,184,0
1624,184,0
1625,184,0
1626,184,0
1627,185,0
1628,185,0
1629,185,0
1630,185,0
1631,185,0
1632,180,0
1633,180,0
1634,180,0
1635,180,0
1636,180,0
1637,180,0
1638,180,0
1639,176,0
1640,175,0
1641,174,0
1642,175,0
1643,174,0
1644,176,0
1645,176,0
1646,176,0
1647,175,0
1648,174,0
1649,181,0
1650,181,0
1651,186,0
1652,186,0
1653,186,0
1654,186,0
1655,188,0
1656,188,0
1657,186,0
1658,181,0
1659,187,0
1660,181,0
1661,183,0
1662,173,0
1663,173,0
1664,189,0
1665,189,0
1666,188,0
1667,188,0
1668,189,0
1669,185,0
1670,186,0
1671,186,0
1672,186,0
1673,180,0
1674,179,0
1675,181,0
1676,180,0
1677,181,0
1678,180,0
1679,182,0
1680,182,0
1681,183,0
1682,183,0
1683,182,0
1684,182,0
1685,188,0
1686,175,0
1687,181,0
1688,181,0
1689,178,0
1690,181,0
1691,181,0
1692,182,0
1693,188,0
1694,182,0
1695,182,0
1696,182,0
1697,182,0
1698,188,0
1699,188,0
1700,179,0
1701,173,0
1702,173,0
1703,173,0
1704,173,0
1705,185,0
1706,179,0
1707,179,0
1708,178,0
1709,178,0
1710,178,0
1711,179,0
1712,179,0
1713,178,0
1714,178,0
1715,174,0
1716,174,0
1717,179,0
1718,179,0
1719,179,0
1720,178,0
1721,179,0
1722,178,0
1723,178,0
1724,178,0
1725,178,0
1726,171,0
1727,172,0
1728,172,0
1729,171,0
1730,171,0
1731,172,0
1732,171,0
1733,171,0
1734,172,0
1735,178,0
1736,178,0
1737,178,0
1738,178,0
1739,178,0
1740,178,0
1741,178,0
1742,178,0
1743,178,0
1744,178,0
1745,172,0
1746,172,0
1747,172,0
1748,171,0
1749,171,0
1750,171,0
1751,182,0
1752,182,0
1753,173,0
1754,173,0
1755,173,0
1756,173,0
1757,173,0
1758,183,0
1759,173,0
1760,173,0
1761,183,0
1762,182,0
1763,182,0
1764,182,0
1765,177,0
1766,177,0
1767,182,0
1768,173,0
1769,177,0
1770,177,0
1771,173,0
1772,178,0
1773,172,0
1774,172,0
1775,173,0
1776,172,0
1777,173,0
1778,173,0
1779,172,0
1780,172,0
1781,172,0
1782,172,0
1783,172,0
1784,171,0
1785,172,0
1786,172,0
1787,172,0
1788,172,0
1789,172,0
1790,171,0
1791,171,0
1792,171,0
1793,171,0
1794,169,0
1795,170,0
1796,169,0
1797,170,0
1798,169,0
1799,169,0
1800,169,0
1801,169,0
1802,169,0
1803,170,0
1804,169,0
1805,170,0
1806,171,0
1807,172,0
1808,177,0
1809,171,0
1810,171,0
1811,171,0
1812,170,0
1813,170,0
1814,170,0
1815,170,0
1816,170,0
1817,169,0
1818,170,0
1819,176,0
1820,169,0
1821,169,0
1822,169,0
1823,169,0
1824,169,0
1825,170,0
1826,169,0
1827,169,0
1828,169,0
1829,171,0
1830,171,0
1831,172,0
1832,171,0
1833,170,0
1834,171,0
1835,170,0
1836,170,0
1837,170,0
1838,171,0
1839,171,0
1840,170,0
1841,170,0
1842,170,0
1843,170,0
1844,170,0
1845,170,0
1846,170,0
1847,170,0
1848,170,0
1849,169,0
1850,176,0
1851,171,0
1852,171,0
1853,171,0
1854,171,0
1855,171,0
1856,176,0
1857,171,0
1858,170,0
1859,176,0
1860,175,0
1861,170,0
1862,177,0
1863,176,0
1864,184,0
1865,185,0
1866,180,0
1867,190,0
1868,185,0
1869,185,0
1870,186,0
1871,175,0
1872,186,0
1873,186,0
1874,185,0
1875,185,0
1876,185,0
1877,186,0
1878,185,0
1879,185,0
1880,173,0
1881,173,0
1882,173,0
1883,174,0
1884,175,0
1885,173,0
1886,177,0
1887,175,0
1888,181,0
1889,180,0
1890,177,0
1891,175,0
1892,185,0
1893,174,0
1894,175,0
1895,176,0
1896,176,0
1897,179,0
1898,174,0
1899,175,0
1900,174,0
1901,174,0
1902,174,0
1904,174,0
1905,173,0
1906,175,0
1907,175,0
1909,174,0
1910,176,0
1911,176,0
1912,174,0
1913,176,0
1914,176,0
2000,172,0
2001,173,0
2002,171,0
2003,174,0
2004,174,0
2005,174,0
2006,174,0
2007,174,0
2008,172,0
2009,174,0
2010,172,0
2011,172,0
2012,172,0
2013,171,0
2014,171,0
2015,171,0
2016,170,0
2017,170,0
2018,170,0
2019,175,0
2020,169,0
2021,169,0
2022,169,0
2023,169,0
2024,168,0
2025,168,0
2026,168,0
2027,169,0
2028,169,0
2029,169,0
2030,169,0
2031,170,0
2032,170,0
2033,174,0
2034,170,0
2035,170,0
2036,170,0
2037,170,0
2038,170,0
2039,171,0
2040,170,0
2041,170,0
2042,175,0
2043,169,0
2044,169,0
2045,172,0
2046,172,0
2047,172,0
2048,175,0
2049,176,0
2050,176,0
2051,176,0
2052,174,0
2053,174,0
2054,175,0
2055,173,0
2056,174,0
2057,169,0
2058,169,0
2059,175,0
2060,176,0
2061,175,0
2062,176,0
2063,168,0
2064,168,0
2065,174,0
2066,174,0
2067,169,0
2068,168,0
2069,169,0
2070,169,0
2071,169,0
2072,169,0
2073,169,0
2074,170,0
2075,169,0
2076,169,0
2077,169,0
2078,169,0
2079,169,0
2080,170,0
2081,170,0
2082,170,0
2083,169,0
2084,170,0
2085,169,0
2086,169,0
2087,170,0
2088,177,0
2089,172,0
2090,176,0
2091,170,0
2092,170,0
2093,170,0
2094,171,0
2095,168,0
2096,170,0
2097,177,0
2098,177,0
2099,169,0
2100,177,0
2101,171,0
2102,170,0
2103,177,0
2104,177,0
2105,177,0
2106,171,0
2107,171,0
2108,171,0
2109,177,0
2110,178,0
2111,176,0
2112,177,0
2113,174,0
2114,172,0
2115,174,0
2116,173,0
2117,168,0
2118,170,0
2119,176,0
2120,170,0
2121,171,0
2122,171,0
2123,171,0
2124,177,0
2125,173,0
2126,170,0
2127,171,0
2128,168,0
2129,177,0
2130,167,0
2131,171,0
2132,171,0
2133,171,0
2134,167,0
2135,168,0
2136,168,0
2137,177,0
2138,173,0
2139,168,0
2140,167,0
2141,167,0
2142,167,0
2143,167,0
2144,167,0
2145,167,0
2146,167,0
2147,167,0
2148,177,0
2149,172,0
2150,176,0
2151,176,0
2152,177,0
2153,177,0
2154,177,0
2155,167,0
2156,177,0
2157,177,0
2158,177,0
2159,177,0
2160,167,0
2161,167,0
2162,177,0
2163,176,0
2164,170,0
2165,170,0
2166,170,0
2167,170,0
2168,171,0
2169,171,0
2170,170,0
2171,171,0
2172,170,0
2173,170,0
2174,177,0
2175,177,0
2176,175,0
2177,169,0
2178,170,0
2179,176,0
2180,169,0
2181,170,0
2182,170,0
2183,170,0
2184,170,0
2185,170,0
2186,170,0
2187,170,0
2188,170,0
2189,177,0
2190,177,0
2191,177,0
2192,167,0
2193,167,0
2194,167,0
2195,167,0
2196,167,0
2197,173,0
2198,167,0
2199,167,0
2200,176,0
2201,177,0
2202,173,0
2203,166,0
2204,166,0
2205,166,0
2206,166,0
2207,168,0
2208,166,0
2209,166,0
2210,166,0
2211,166,0
2212,166,0
2213,166,0
2214,166,0
2215,167,0
2216,167,0
2217,166,0
2218,167,0
2219,166,0
2220,166,0
2221,166,0
2222,166,0
2223,166,0
2224,167,0
2225,166,0
2227,166,0
2228,171,0
2230,167,0
2231,167,0
2232,173,0
2233,171,0
2234,167,0
2235,173,0
2236,166,0
2237,166,0
2238,166,0
2239,166,0
2240,172,0
2241,166,0
2242,170,0
2243,170,0
2244,172,0
2245,170,0
2246,167,0
2247,170,0
2248,170,0
2249,166,0
2250,167,0
2251,166,0
2252,166,0
2253,167,0
2254,167,0
2255,169,0
2256,169,0
2257,167,0
2258,167,0
2259,167,0
2260,167,0
2261,167,0
2262,169,0
2263,170,0
2264,170,0
2400,181,0
2403,182,0
2404,173,0
2405,173,0
2406,175,0
2407,173,0
2408,175,0
2409,175,0
2410,169,0
2411,173,0
2412,173,0
2413,173,0
2414,173,0
2415,170,0
2416,172,0
2417,172,0
2418,174,0
2419,174,0
2420,174,0
2421,177,0
2422,172,0
2423,172,0
2424,169,0
2425,172,0
2426,172,0
2427,172,0
2428,172,0
2429,169,0
2431,172,0
2432,172,0
2434,172,0
2435,174,0
2436,174,0
2437,174,0
2438,174,0
2439,174,0
2440,176,0
2441,176,0
2442,176,0
2443,176,0
2444,176,0
2445,176,0
2446,175,0
2447,176,0
2448,176,0
2449,175,0
2450,175,0
2451,175,0
2452,179,0
2453,179,0
2454,176,0
2455,174,0
2456,171,0
2457,175,0
2458,176,0
2459,176,0
2460,175,0
2461,175,0
2462,169,0
2463,170,0
2464,174,0
2465,175,0
2466,175,0
2467,175,0
2468,175,0
2469,175,0
2470,170,0
2471,170,0
2472,176,0
2473,176,0
2474,174,0
2475,173,0
2476,174,0
2477,174,0
2478,173,0
2479,173,0
2480,170,0
2481,170,0
2482,173,0
2483,170,0
2484,170,0
2485,170,0
2486,174,0
2487,170,0
2488,173,0
2489,170,0
2490,174,0
2491,169,0
2492,169,0
2493,170,0
2494,169,0
2495,172,0
2496,172,0
2497,172,0
2498,173,0
2499,172,0
2500,173,0
2501,172,0
2502,168,0
2503,168,0
2504,169,0
2505,169,0
2506,169,0
2507,168,0
2508,168,0
2509,168,0
2510,168,0
2511,168,0
2512,168,0
2513,168,0
2514,168,0
2515,167,0
2516,168,0
2517,168,0
2518,168,0
2519,168,0
2520,168,0
2521,168,0
2522,168,0
2523,167,0
2524,171,0
2525,168,0
2526,168,0
2527,168,0
2528,174,0
2529,170,0
2530,168,0
2531,169,0
2532,169,0
2533,168,0
2534,168,0
2535,168,0
2536,168,0
2537,168,0
2538,171,0
2539,179,0
2540,169,0
2541,172,0
2542,179,0
2543,169,0
2544,169,0
2545,169,0
2546,168,0
2547,169,0
2548,168,0
2549,169,0
2550,169,0
2551,169,0
2552,179,0
2553,169,0
2554,170,0
2555,180,0
2556,169,0
2557,169,0
2558,179,0
2559,180,0
2560,172,0
2561,172,0
2562,172,0
2563,172,0
2564,172,0
2565,172,0
2566,172,0
2567,172,0
2568,173,0
2569,173,0
2570,173,0
2571,173,0
2572,173,0
2573,170,0
2574,173,0
2575,173,0
2576,173,0
2577,174,0
2578,173,0
2579,173,0
2580,174,0
2581,173,0
2582,174,0
2583,173,0
2584,173,0
2585,173,0
2586,178,0
2587,173,0
2588,177,0
2589,177,0
2590,172,0
2591,172,0
2592,172,0
2593,172,0
2594,179,0
2595,178,0
2596,178,0
2597,178,0
2598,179,0
2599,169,0
2600,179,0
2601,178,0
2602,171,0
2603,171,0
2604,170,0
2605,171,0
2606,171,0
2607,171,0
2608,169,0
2609,174,0
2610,174,0
2611,175,0
2612,175,0
2613,173,0
2614,173,0
2615,173,0
2616,175,0
2617,175,0
2618,171,0
2619,171,0
2620,171,0
2621,171,0
2622,171,0
2623,176,0
2624,171,0
2625,172,0
2626,172,0
2627,175,0
2628,170,0
2629,170,0
2630,171,0
2631,170,0
2632,170,0
2633,169,0
2634,169,0
2635,170,0
2636,170,0
2637,175,0
2638,180,0
2639,170,0
2640,170,0
2641,170,0
2642,169,0
2643,170,0
2644,169,0
2645,169,0
2646,170,0
2700,184,0
2701,186,0
2702,180,0
2703,184,0
2704,186,0
2705,183,0
2706,182,0
2707,181,0
2708,182,0
2709,183,0
2710,183,0
2711,182,0
2712,183,0
2713,184,0
2714,182,0
2715,182,0
2716,184,0
2717,183,0
2718,183,0
2719,183,0
2720,184,0
2721,181,0
2722,175,0
2723,176,0
2724,175,0
2725,175,0
2726,181,0
2727,181,0
2729,180,0
2730,181,0
2731,181,0
2732,180,0
2733,180,0
2734,181,0
2735,181,0
2736,180,0
2737,181,0
2738,180,0
2739,180,0
2740,179,0
2741,180,0
2742,180,0
2743,181,0
2744,181,0
2745,180,0
2746,180,0
2747,180,0
2748,179,0
2749,180,0
2750,179,0
2751,179,0
2752,179,0
2753,179,0
2754,192,0
2755,181,0
2756,180,0
2757,192,0
2758,192,0
2759,191,0
2760,191,0
2762,172,0
2763,172,0
2764,172,0
2765,172,0
2766,181,0
2767,180,0
2768,181,0
2769,180,0
2770,180,0
2771,180,0
2772,177,0
2773,180,0
2774,172,0
2775,171,0
2776,171,0
2778,172,0
2779,172,0
2780,179,0
2781,171,0
2782,176,0
2783,180,0
2784,181,0
2785,172,0
2786,181,0
2787,174,0
2788,175,0
2789,180,0
2790,174,0
2791,173,0
2792,176,0
2793,173,0
2794,174,0
2795,177,0
2796,181,0
2797,177,0
2798,180,0
2799,179,0
2800,175,0
2801,178,0
2802,174,0
2803,174,0
2804,174,0
2805,175,0
2806,178,0
2807,178,0
2808,179,0
2809,175,0
2810,175,0
2811,181,0
2812,185,0
2813,186,0
2814,186,0
2815,176,0
2816,176,0
2817,176,0
2818,186,0
2819,182,0
2820,187,0
2821,187,0
2822,187,0
2823,186,0
2824,187,0
2825,177,0
2826,176,0
2827,176,0
2828,182,0
2829,181,0
2830,177,0
2831,177,0
2832,183,0
2833,183,0
2834,178,0
2835,184,0
2836,181,0
2837,186,0
2838,182,0
2839,186,0
2840,182,0
2841,175,0
2842,175,0
2843,175,0
2844,183,0
2845,182,0
2846,182,0
2847,181,0
2848,181,0
2849,183,0
2850,183,0
2851,181,0
2852,188,0
2853,188,0
2854,187,0
2855,187,0
2856,187,0
2857,186,0
2858,188,0
2859,187,0
2860,183,0
2861,183,0
2862,188,0
2863,188,0
2864,189,0
2865,184,0
2866,184,0
2867,183,0
2868,182,0
2869,182,0
2870,181,0
2871,181,0
2872,188,0
2873,175,0
2874,187,0
2875,183,0
2876,182,0
2877,184,0
2878,187,0
2879,183,0
2880,184,0
3000,188,0
3001,187,0
3002,187,0
3003,187,0
3004,185,0
3005,187,0
3006,187,0
3007,187,0
3008,187,0
3009,186,0
3010,186,0
3011,187,0
3012,187,0
3013,187,0
3014,187,0
3015,187,0
3016,188,0
3017,188,0
3018,188,0
3019,187,0
3020,183,0
3021,188,0
3022,188,0
3023,186,0
3024,186,0
3025,173,0
3026,173,0
3027,172,0
3028,172,0
3029,172,0
3030,185,0
3031,184,0
3032,186,0
3033,184,0
3034,172,0
3035,184,0
3036,172,0
3037,172,0
3038,172,0
3039,172,0
3040,172,0
3041,171,0
3042,184,0
3043,172,0
3044,171,0
3045,171,0
3046,183,0
3047,184,0
3048,184,0
3049,172,0
3050,183,0
3051,171,0
3052,189,0
3053,189,0
3054,189,0
3055,171,0
3056,171,0
3057,188,0
3058,188,0
3059,188,0
3060,188,0
3061,171,0
3062,188,0
3063,182,0
3064,182,0
3065,182,0
3066,182,0
3067,182,0
3068,181,0
3069,187,0
3070,182,0
3071,182,0
3072,181,0
3073,182,0
3074,178,0
3075,181,0
3076,181,0
3077,181,0
3078,181,0
3079,181,0
3080,181,0
3081,180,0
3082,176,0
3083,181,0
3084,181,0
3085,186,0
3086,180,0
3087,180,0
3088,180,0
3089,180,0
3090,180,0
3091,182,0
3092,182,0
3093,181,0
3094,180,0
3095,181,0
3096,180,0
3097,180,0
3098,182,0
3099,180,0
3100,180,0
3101,180,0
3102,180,0
3103,180,0
3104,180,0
3105,180,0
3106,180,0
3107,181,0
3108,180,0
3109,180,0
3110,175,0
3111,181,0
3112,175,0
3113,175,0
3114,180,0
3115,181,0
3116,179,0
3117,181,0
3118,179,0
3119,179,0
3120,179,0
3121,179,0
3122,180,0
3123,180,0
3124,179,0
3125,179,0
3126,180,0
3127,181,0
3128,180,0
3129,180,0
3130,180,0
3131,171,0
3132,170,0
3133,170,0
3134,170,0
3135,170,0
3136,180,0
3137,180,0
3138,171,0
3139,170,0
3140,170,0
3141,171,0
3142,171,0
3143,171,0
3144,165,0
3145,165,0
3146,165,0
3147,164,0
3148,165,0
3149,165,0
3150,165,0
3151,165,0
3152,165,0
3153,165,0
3154,179,0
3155,164,0
3156,165,0
3157,165,0
3158,182,0
3159,164,0
3160,164,0
3161,170,0
3162,170,0
3163,170,0
3164,170,0
3165,172,0
3166,173,0
3167,173,0
3168,172,0
3169,171,0
3170,171,0
3171,171,0
3172,171,0
3173,171,0
3174,172,0
3175,171,0
3176,172,0
3177,171,0
3178,172,0
3180,172,0
3181,171,0
3182,171,0
3183,171,0
3184,178,0
3185,178,0
3186,170,0
3187,170,0
3188,171,0
3189,170,0
3190,170,0
3191,169,0
3192,180,0
3193,180,0
3194,180,0
3195,179,0
3196,179,0
3197,179,0
3198,180,0
3300,199,0
3301,199,0
3302,200,0
3303,206,0
3304,199,0
3305,199,0
3306,199,0
3307,199,0
3308,196,0
3309,201,0
3310,194,0
3311,201,0
3312,200,0
3313,201,0
3314,201,0
3315,201,0
3316,194,0
3317,194,0
3318,194,0
3319,194,0
3320,193,0
3321,201,0
3322,193,0
3323,187,0
3324,195,0
3325,187,0
3326,187,0
3327,187,0
3328,200,0
3329,187,0
3330,201,0
3331,187,0
3332,192,0
3333,187,0
3334,187,0
3335,187,0
3336,187,0
3337,193,0
3338,188,0
3339,195,0
3340,193,0
3341,193,0
3342,188,0
3343,199,0
3344,187,0
3345,186,0
3346,186,0
3347,186,0
3348,186,0
3349,188,0
3350,187,0
3351,187,0
3352,187,0
3353,185,0
3354,185,0
3355,186,0
3356,187,0
3357,187,0
3358,185,0
3359,186,0
3360,186,0
3361,183,0
3362,185,0
3363,185,0
3364,185,0
3365,184,0
3366,184,0
3367,184,0
3368,188,0
3369,184,0
3370,186,0
3371,186,0
3372,185,0
3373,185,0
3374,185,0
3375,186,0
3376,187,0
3377,186,0
3378,186,0
3379,186,0
3380,186,0
3381,186,0
3382,185,0
3383,185,0
3384,188,0
3385,187,0
3386,188,0
3387,187,0
3388,187,0
3389,187,0
3390,187,0
3391,187,0
3392,186,0
3393,187,0
3394,187,0
3395,186,0
3396,187,0
3397,192,0
3398,186,0
3399,187,0
3400,189,0
3401,187,0
3402,187,0
3403,187,0
3404,186,0
3405,186,0
3406,187,0
3407,186,0
3408,186,0
3409,186,0
3410,187,0
3411,187,0
3412,187,0
3413,187,0
3414,188,0
3415,187,0
3416,187,0
3417,187,0
3418,187,0
3419,187,0
3420,187,0
3421,186,0
3422,186,0
3423,186,0
3424,188,0
3425,187,0
3426,187,0
3427,187,0
3428,187,0
3429,187,0
3430,187,0
3431,187,0
3432,185,0
3433,185,0
3434,185,0
3435,187,0
3436,187,0
3437,187,0
3438,187,0
3439,184,0
3440,184,0
3441,185,0
3442,184,0
3443,184,0
3444,184,0
3445,185,0
3446,184,0
3447,184,0
3448,184,0
3449,186,0
3450,185,0
3451,187,0
3452,187,0
3453,186,0
3454,186,0
3455,186,0
3456,186,0
3457,186,0
3458,186,0
3459,185,0
3460,186,0
3461,186,0
3462,186,0
3463,186,0
3464,188,0
3465,186,0
3466,186,0
3467,186,0
3468,186,0
3469,185,0
3470,184,0
3471,188,0
3472,188,0
3473,185,0
3474,191,0
3475,191,0
3476,191,0
3477,190,0
3478,184,0
3479,185,0
3480,184,0
3481,184,0
3482,184,0
3483,194,0
3484,184,0
3485,178,0
3486,180,0
3487,180,0
3488,180,0
3489,178,0
3490,180,0
3491,181,0
3492,186,0
3493,183,0
3494,178,0
3495,178,0
3496,178,0
3497,177,0
3498,177,0
3499,177,0
3500,177,0
3501,181,0
3502,178,0
3503,180,0
3504,178,0
3505,177,0
3506,177,0
3600,193,0
3601,193,0
3602,193,0
3603,193,0
3604,193,0
3605,193,0
3606,193,0
3607,193,0
3608,191,0
3609,193,0
3610,193,0
3611,192,0
3612,192,0
3613,193,0
3614,193,0
3615,183,0
3616,192,0
3617,193,0
3618,193,0
3619,193,0
3620,193,0
3621,193,0
3622,193,0
3623,192,0
3624,193,0
3625,193,0
3626,187,0
3628,193,0
3629,193,0
3630,189,0
3631,187,0
3632,187,0
3633,189,0
3634,189,0
3635,189,0
3636,194,0
3637,194,0
3638,194,0
3639,194,0
3640,194,0
3641,199,0
3642,199,0
3643,195,0
3644,195,0
3645,195,0
3646,194,0
3647,199,0
3648,193,0
3649,194,0
3650,193,0
3651,193,0
3652,194,0
3653,200,0
3654,200,0
3655,201,0
3656,201,0
3657,200,0
3658,200,0
3659,195,0
3660,194,0
3661,194,0
3662,195,0
3663,195,0
3664,200,0
3665,201,0
3666,200,0
3667,191,0
3668,191,0
3669,191,0
3670,191,0
3671,191,0
3672,195,0
3673,201,0
3674,202,0
3675,202,0
3676,191,0
3677,191,0
3678,191,0
3679,190,0
3680,190,0
3681,190,0
3682,191,0
3683,190,0
3684,191,0
3685,191,0
3686,191,0
3687,191,0
3689,191,0
3690,191,0
3691,190,0
3692,185,0
3693,195,0
3694,185,0
3695,195,0
3696,194,0
3697,196,0
3698,178,0
3699,195,0
3700,194,0
3701,178,0
3702,195,0
3703,195,0
3704,189,0
3705,176,0
3706,182,0
3707,191,0
3708,183,0
3709,190,0
3710,184,0
3711,184,0
3712,196,0
3713,190,0
3714,191,0
3715,191,0
3716,188,0
3717,200,0
3718,201,0
3719,200,0
3720,202,0
3721,174,0
3722,188,0
3723,179,0
3724,192,0
3725,191,0
3726,187,0
3727,186,0
3728,197,0
3729,197,0
3730,193,0
3731,194,0
3732,194,0
3733,173,0
3734,173,0
3735,172,0
3736,172,0
3737,172,0
3738,181,0
3739,180,0
3740,180,0
3741,171,0
3742,171,0
3743,182,0
3744,182,0
3745,182,0
3746,182,0
3747,187,0
3748,187,0
3749,187,0
3750,186,0
3751,180,0
3752,180,0
3753,180,0
3754,180,0
3755,186,0
3756,186,0
3757,186,0
3758,180,0
3759,187,0
3760,187,0
3761,187,0
3762,186,0
3763,187,0
3764,186,0
3765,186,0
3766,186,0
3767,186,0
3768,186,0
3769,186,0
3770,186,0
